time_s,x_north,y_east,goal_x,goal_y,desired_heading_deg,heading_deg,heading_error_deg,dist,forward_locked,cmd
49.559,2.913,-1.382,-1.607,21.439,94.32,86.79,7.52,23.264,1,forward
49.609,2.913,-1.382,-1.607,21.439,94.32,85.32,9.00,23.264,1,forward
49.659,2.913,-1.380,-1.607,21.439,94.32,82.91,11.41,23.262,1,forward
49.709,2.913,-1.380,-1.607,21.439,94.32,82.12,12.20,23.262,0,forward
49.759,2.913,-1.378,-1.607,21.439,94.32,81.42,12.90,23.260,0,turn_left
49.809,2.913,-1.378,-1.607,21.439,94.32,82.38,11.94,23.260,0,turn_left
49.859,2.913,-1.378,-1.607,21.439,94.32,83.74,10.58,23.260,0,turn_left
49.909,2.913,-1.378,-1.607,21.439,94.32,84.45,9.86,23.260,0,turn_left
49.959,2.913,-1.378,-1.607,21.439,94.32,87.49,6.82,23.260,0,turn_left
50.009,2.913,-1.378,-1.607,21.439,94.32,91.64,2.67,23.260,1,forward
50.059,2.913,-1.376,-1.607,21.439,94.32,89.97,4.35,23.258,1,forward
50.109,2.913,-1.376,-1.607,21.439,94.32,86.46,7.86,23.258,1,forward
50.159,2.914,-1.374,-1.607,21.439,94.32,82.14,12.18,23.256,1,forward
50.209,2.914,-1.374,-1.607,21.439,94.32,77.35,16.97,23.256,1,forward
50.259,2.914,-1.372,-1.607,21.439,94.32,74.38,19.93,23.254,1,forward
50.309,2.914,-1.372,-1.607,21.439,94.32,74.34,19.98,23.254,0,forward
50.359,2.915,-1.370,-1.607,21.439,94.32,73.83,20.49,23.252,0,turn_left
50.409,2.915,-1.370,-1.607,21.439,94.32,72.50,21.81,23.252,0,turn_left
50.459,3.014,-1.445,-1.607,21.439,94.32,72.44,21.88,23.345,0,turn_left
50.509,3.014,-1.445,-1.607,21.439,94.32,73.73,20.58,23.345,0,turn_left
50.559,3.014,-1.445,-1.607,21.439,94.32,77.05,17.27,23.345,0,turn_left
50.609,3.014,-1.445,-1.607,21.439,94.32,81.45,12.86,23.345,0,turn_left
50.659,3.014,-1.445,-1.607,21.439,94.32,83.86,10.45,23.345,0,turn_left
50.709,3.014,-1.445,-1.607,21.439,94.32,84.37,9.95,23.345,0,turn_left
50.759,3.014,-1.445,-1.607,21.439,94.32,84.45,9.86,23.345,0,turn_left
50.809,3.014,-1.445,-1.607,21.439,94.32,82.89,11.42,23.345,0,turn_left
50.859,3.014,-1.445,-1.607,21.439,94.32,78.01,16.31,23.345,0,turn_left
50.909,3.014,-1.445,-1.607,21.439,94.32,76.85,17.47,23.345,0,turn_left
50.959,3.014,-1.445,-1.607,21.439,94.32,78.03,16.28,23.345,0,turn_left
51.009,3.014,-1.445,-1.607,21.439,94.32,78.54,15.78,23.345,0,turn_left
51.059,3.014,-1.445,-1.607,21.439,94.32,78.55,15.77,23.345,0,turn_left
51.109,3.014,-1.445,-1.607,21.439,94.32,78.46,15.86,23.345,0,turn_left
51.159,3.014,-1.445,-1.607,21.439,94.32,79.93,14.39,23.345,0,turn_left
51.209,3.014,-1.445,-1.607,21.439,94.32,84.64,9.68,23.345,0,turn_left
51.259,3.014,-1.445,-1.607,21.439,94.32,88.28,6.03,23.345,0,turn_left
51.310,3.014,-1.445,-1.607,21.439,94.32,89.44,4.87,23.345,1,forward
51.359,3.014,-1.443,-1.607,21.439,94.32,86.34,7.97,23.343,1,forward
51.409,3.014,-1.443,-1.607,21.439,94.32,84.62,9.70,23.343,1,forward
51.459,3.112,-1.511,-1.607,21.439,94.32,79.71,14.61,23.430,1,forward
51.509,3.112,-1.511,-1.607,21.439,94.32,78.03,16.29,23.430,1,forward
51.559,3.113,-1.509,-1.607,21.439,94.32,75.64,18.68,23.428,1,forward
51.609,3.113,-1.509,-1.607,21.439,94.32,75.63,18.69,23.428,1,forward
51.659,3.113,-1.507,-1.607,21.439,94.32,76.39,17.92,23.426,0,forward
51.709,3.113,-1.507,-1.607,21.439,94.32,76.06,18.25,23.426,0,turn_left
51.759,3.113,-1.507,-1.607,21.439,94.32,78.37,15.95,23.426,0,turn_left
51.809,3.113,-1.507,-1.607,21.439,94.32,80.25,14.06,23.426,0,turn_left
51.859,3.113,-1.507,-1.607,21.439,94.32,83.33,10.99,23.426,0,turn_left
51.909,3.113,-1.507,-1.607,21.439,94.32,86.29,8.02,23.426,0,turn_left
51.959,3.113,-1.507,-1.607,21.439,94.32,86.94,7.37,23.426,0,turn_left
52.009,3.113,-1.507,-1.607,21.439,94.32,86.14,8.17,23.426,0,turn_left
52.059,3.113,-1.507,-1.607,21.439,94.32,82.78,11.53,23.426,0,turn_left
52.109,3.113,-1.507,-1.607,21.439,94.32,82.09,12.23,23.426,0,turn_left
52.159,3.113,-1.507,-1.607,21.439,94.32,82.63,11.68,23.426,0,turn_left
52.209,3.113,-1.507,-1.607,21.439,94.32,83.68,10.64,23.426,0,turn_left
52.259,3.113,-1.507,-1.607,21.439,94.32,83.70,10.61,23.426,0,turn_left
52.309,3.113,-1.507,-1.607,21.439,94.32,83.37,10.95,23.426,0,turn_left
52.359,3.113,-1.507,-1.607,21.439,94.32,84.96,9.36,23.426,0,turn_left
52.409,3.113,-1.507,-1.607,21.439,94.32,89.68,4.63,23.426,1,forward
52.459,3.113,-1.505,-1.607,21.439,94.32,88.49,5.83,23.424,1,forward
52.509,3.113,-1.505,-1.607,21.439,94.32,84.06,10.25,23.424,1,forward
52.559,3.203,-1.570,-1.607,21.439,94.32,78.81,15.51,23.506,1,forward
52.609,3.203,-1.570,-1.607,21.439,94.32,75.19,19.13,23.506,1,forward
52.659,3.203,-1.568,-1.607,21.439,94.32,74.53,19.78,23.505,1,forward
52.709,3.203,-1.568,-1.607,21.439,94.32,74.22,20.10,23.505,1,forward
52.759,3.204,-1.566,-1.607,21.439,94.32,73.94,20.38,23.503,0,forward
52.809,3.204,-1.566,-1.607,21.439,94.32,73.14,21.17,23.503,0,turn_left
52.859,3.204,-1.566,-1.607,21.439,94.32,77.45,16.86,23.503,0,turn_left
52.909,3.204,-1.566,-1.607,21.439,94.32,78.13,16.19,23.503,0,turn_left
52.960,3.204,-1.566,-1.607,21.439,94.32,82.43,11.89,23.503,0,turn_left
53.009,3.204,-1.566,-1.607,21.439,94.32,88.07,6.24,23.503,0,turn_left
53.059,3.204,-1.566,-1.607,21.439,94.32,91.84,2.47,23.503,1,forward
53.109,3.204,-1.566,-1.607,21.439,94.32,90.50,3.81,23.503,1,forward
53.159,3.204,-1.564,-1.607,21.439,94.32,88.72,5.59,23.501,1,forward
53.210,3.204,-1.564,-1.607,21.439,94.32,85.01,9.31,23.501,1,forward
53.260,3.204,-1.562,-1.607,21.439,94.32,83.14,11.17,23.499,1,forward
53.309,3.204,-1.562,-1.607,21.439,94.32,81.91,12.41,23.499,1,forward
53.359,3.205,-1.560,-1.607,21.439,94.32,81.29,13.02,23.497,1,forward
53.410,3.205,-1.560,-1.607,21.439,94.32,81.34,12.97,23.497,0,forward
53.459,3.205,-1.559,-1.607,21.439,94.32,81.91,12.40,23.495,0,turn_left
53.509,3.205,-1.559,-1.607,21.439,94.32,84.92,9.39,23.495,0,turn_left
53.559,3.297,-1.631,-1.607,21.439,94.32,88.96,5.36,23.585,1,forward
53.609,3.297,-1.631,-1.607,21.439,94.32,88.83,5.48,23.585,1,forward
53.659,3.297,-1.629,-1.607,21.439,94.32,90.09,4.22,23.583,1,forward
53.709,3.297,-1.629,-1.607,21.439,94.32,89.87,4.44,23.583,1,forward
53.759,3.297,-1.627,-1.607,21.439,94.32,89.10,5.22,23.581,1,forward
53.809,3.297,-1.627,-1.607,21.439,94.32,88.57,5.75,23.581,1,forward
53.859,3.297,-1.625,-1.607,21.439,94.32,88.78,5.53,23.579,0,forward
53.909,3.297,-1.625,-1.607,21.439,94.32,89.17,5.15,23.579,1,forward
53.959,3.297,-1.623,-1.607,21.439,94.32,89.04,5.28,23.577,1,forward
54.009,3.297,-1.623,-1.607,21.439,94.32,88.44,5.87,23.577,1,forward
54.059,3.297,-1.621,-1.607,21.439,94.32,88.18,6.14,23.575,1,forward
54.109,3.297,-1.621,-1.607,21.439,94.32,87.76,6.56,23.575,1,forward
54.159,3.297,-1.619,-1.607,21.439,94.32,87.27,7.04,23.573,1,forward
54.209,3.297,-1.619,-1.607,21.439,94.32,87.79,6.52,23.573,0,forward
54.259,3.297,-1.617,-1.607,21.439,94.32,87.98,6.34,23.571,0,turn_left
54.309,3.297,-1.617,-1.607,21.439,94.32,91.41,2.90,23.571,1,forward
54.359,3.297,-1.615,-1.607,21.439,94.32,91.91,2.40,23.569,1,forward
54.409,3.297,-1.615,-1.607,21.439,94.32,92.09,2.23,23.569,1,forward
54.459,3.297,-1.613,-1.607,21.439,94.32,91.21,3.11,23.567,1,forward
54.509,3.297,-1.613,-1.607,21.439,94.32,90.71,3.61,23.567,1,forward
54.559,3.297,-1.611,-1.607,21.439,94.32,89.83,4.49,23.565,1,forward
54.609,3.297,-1.611,-1.607,21.439,94.32,88.75,5.56,23.565,1,forward
54.659,3.394,-1.685,-1.607,21.439,94.32,88.85,5.47,23.658,0,forward
54.709,3.394,-1.685,-1.607,21.439,94.32,88.98,5.34,23.658,1,forward
54.759,3.394,-1.683,-1.607,21.439,94.32,89.70,4.62,23.656,1,forward
54.809,3.394,-1.683,-1.607,21.439,94.32,90.24,4.08,23.656,1,forward
54.859,3.394,-1.681,-1.607,21.439,94.32,90.06,4.26,23.655,1,forward
54.909,3.394,-1.681,-1.607,21.439,94.32,89.57,4.75,23.655,1,forward
54.959,3.394,-1.679,-1.607,21.439,94.32,89.23,5.09,23.653,1,forward
55.010,3.394,-1.679,-1.607,21.439,94.32,88.47,5.85,23.653,0,forward
55.059,3.394,-1.677,-1.607,21.439,94.32,87.81,6.51,23.651,0,turn_left
55.109,3.394,-1.677,-1.607,21.439,94.32,91.51,2.81,23.651,1,forward
55.159,3.394,-1.675,-1.607,21.439,94.32,92.54,1.78,23.649,1,forward
55.209,3.394,-1.675,-1.607,21.439,94.32,93.98,0.33,23.649,1,forward
55.259,3.394,-1.673,-1.607,21.439,94.32,95.39,358.92,23.647,1,forward
55.309,3.394,-1.673,-1.607,21.439,94.32,96.74,357.57,23.647,1,forward
55.359,3.394,-1.671,-1.607,21.439,94.32,96.31,358.00,23.645,1,forward
55.409,3.394,-1.671,-1.607,21.439,94.32,96.02,358.30,23.645,1,forward
55.459,3.394,-1.669,-1.607,21.439,94.32,95.52,358.80,23.643,0,forward
55.509,3.394,-1.669,-1.607,21.439,94.32,94.83,359.48,23.643,1,forward
55.559,3.394,-1.667,-1.607,21.439,94.32,95.08,359.23,23.641,1,forward
55.609,3.394,-1.667,-1.607,21.439,94.32,95.19,359.12,23.641,1,forward
55.659,3.393,-1.665,-1.607,21.439,94.32,95.68,358.63,23.639,1,forward
55.709,3.393,-1.665,-1.607,21.439,94.32,96.19,358.12,23.639,1,forward
55.759,3.501,-1.747,-1.607,21.439,94.32,95.82,358.49,23.742,1,forward
55.809,3.501,-1.747,-1.607,21.439,94.32,94.96,359.35,23.742,0,forward
55.859,3.501,-1.745,-1.607,21.439,94.32,94.61,359.71,23.740,1,forward
55.909,3.501,-1.745,-1.607,21.439,94.32,94.06,0.25,23.740,1,forward
55.959,3.501,-1.743,-1.607,21.439,94.32,93.49,0.83,23.738,1,forward
56.009,3.501,-1.743,-1.607,21.439,94.32,94.55,359.76,23.738,1,forward
56.059,3.500,-1.741,-1.607,21.439,94.32,94.90,359.42,23.736,1,forward
56.109,3.500,-1.741,-1.607,21.439,94.32,95.16,359.15,23.736,1,forward
56.159,3.500,-1.739,-1.607,21.439,94.32,95.31,359.00,23.734,1,forward
56.209,3.500,-1.739,-1.607,21.439,94.32,95.97,358.35,23.734,0,forward
56.259,3.500,-1.737,-1.607,21.439,94.32,95.38,358.93,23.732,1,forward
56.309,3.500,-1.737,-1.607,21.439,94.32,95.04,359.27,23.732,1,forward
56.360,3.500,-1.735,-1.607,21.439,94.32,93.99,0.33,23.730,1,forward
56.409,3.500,-1.735,-1.607,21.439,94.32,93.71,0.60,23.730,1,forward
56.459,3.500,-1.733,-1.607,21.439,94.32,94.70,359.62,23.728,1,forward
56.509,3.500,-1.733,-1.607,21.439,94.32,94.60,359.71,23.728,1,forward
56.559,3.500,-1.731,-1.607,21.439,94.32,95.06,359.26,23.726,1,forward
56.609,3.500,-1.731,-1.607,21.439,94.32,95.73,358.59,23.726,0,forward
56.659,3.499,-1.729,-1.607,21.439,94.32,96.07,358.25,23.724,1,forward
56.710,3.499,-1.729,-1.607,21.439,94.32,95.18,359.14,23.724,1,forward
56.759,3.615,-1.820,-1.607,21.439,94.32,94.24,0.08,23.837,1,forward
56.809,3.615,-1.820,-1.607,21.439,94.32,93.55,0.77,23.837,1,forward
56.859,3.615,-1.818,-1.607,21.439,94.32,92.96,1.36,23.835,1,forward
56.909,3.615,-1.818,-1.607,21.439,94.32,93.67,0.65,23.835,1,forward
56.959,3.615,-1.816,-1.607,21.439,94.32,93.87,0.45,23.834,1,forward
57.009,3.615,-1.816,-1.607,21.439,94.32,94.24,0.08,23.834,0,forward
57.059,3.615,-1.814,-1.607,21.439,94.32,94.68,359.64,23.832,1,forward
57.109,3.615,-1.814,-1.607,21.439,94.32,94.18,0.13,23.832,1,forward
57.159,3.615,-1.812,-1.607,21.439,94.32,93.57,0.75,23.830,1,forward
57.209,3.615,-1.812,-1.607,21.439,94.32,93.30,1.01,23.830,1,forward
57.259,3.615,-1.810,-1.607,21.439,94.32,92.57,1.75,23.828,1,forward
57.309,3.615,-1.810,-1.607,21.439,94.32,91.91,2.41,23.828,1,forward
57.359,3.615,-1.808,-1.607,21.439,94.32,92.49,1.82,23.826,0,forward
57.409,3.615,-1.808,-1.607,21.439,94.32,92.88,1.44,23.826,1,forward
57.459,3.615,-1.806,-1.607,21.439,94.32,93.12,1.19,23.824,1,forward
57.509,3.615,-1.806,-1.607,21.439,94.32,94.95,359.36,23.824,1,forward
57.559,3.614,-1.804,-1.607,21.439,94.32,95.40,358.92,23.822,1,forward
57.609,3.614,-1.804,-1.607,21.439,94.32,94.98,359.34,23.822,1,forward
57.659,3.614,-1.802,-1.607,21.439,94.32,94.42,359.89,23.820,1,forward
57.709,3.614,-1.802,-1.607,21.439,94.32,93.99,0.32,23.820,1,forward
57.759,3.737,-1.899,-1.607,21.439,94.32,93.43,0.88,23.941,0,forward
57.809,3.737,-1.899,-1.607,21.439,94.32,93.99,0.32,23.941,1,forward
57.859,3.737,-1.897,-1.607,21.439,94.32,93.97,0.35,23.939,1,forward
57.909,3.737,-1.897,-1.607,21.439,94.32,94.32,360.00,23.939,1,forward
57.959,3.737,-1.895,-1.607,21.439,94.32,94.69,359.62,23.937,1,forward
58.009,3.737,-1.895,-1.607,21.439,94.32,94.50,359.82,23.937,1,forward
58.059,3.736,-1.893,-1.607,21.439,94.32,93.50,0.82,23.936,1,forward
58.109,3.736,-1.893,-1.607,21.439,94.32,92.53,1.79,23.936,1,forward
58.159,3.736,-1.891,-1.607,21.439,94.32,91.46,2.86,23.934,0,forward
58.209,3.736,-1.891,-1.607,21.439,94.32,90.90,3.41,23.934,1,forward
58.259,3.736,-1.889,-1.607,21.439,94.32,91.60,2.71,23.932,1,forward
58.309,3.736,-1.889,-1.607,21.439,94.32,91.82,2.49,23.932,1,forward
58.359,3.736,-1.887,-1.607,21.439,94.32,92.25,2.06,23.930,1,forward
58.409,3.736,-1.887,-1.607,21.439,94.32,92.82,1.49,23.930,1,forward
58.459,3.736,-1.885,-1.607,21.439,94.32,92.13,2.19,23.928,1,forward
58.509,3.736,-1.885,-1.607,21.439,94.32,91.14,3.17,23.928,1,forward
58.559,3.736,-1.883,-1.607,21.439,94.32,90.51,3.81,23.926,0,forward
58.609,3.736,-1.883,-1.607,21.439,94.32,90.14,4.18,23.926,1,forward
58.659,3.736,-1.881,-1.607,21.439,94.32,89.71,4.60,23.924,1,forward
58.709,3.736,-1.881,-1.607,21.439,94.32,90.83,3.49,23.924,1,forward
58.759,3.736,-1.879,-1.607,21.439,94.32,91.60,2.72,23.922,1,forward
58.809,3.736,-1.879,-1.607,21.439,94.32,92.31,2.00,23.922,1,forward
58.859,3.869,-1.983,-1.607,21.439,94.32,93.05,1.26,24.054,1,forward
58.909,3.869,-1.983,-1.607,21.439,94.32,92.61,1.71,24.054,0,forward
58.959,3.869,-1.981,-1.607,21.439,94.32,91.71,2.60,24.052,1,forward
59.009,3.869,-1.981,-1.607,21.439,94.32,90.59,3.73,24.052,1,forward
59.059,3.869,-1.979,-1.607,21.439,94.32,89.72,4.60,24.050,1,forward
59.109,3.869,-1.979,-1.607,21.439,94.32,89.10,5.22,24.050,1,forward
59.159,3.869,-1.977,-1.607,21.439,94.32,89.75,4.57,24.048,1,forward
59.209,3.869,-1.977,-1.607,21.439,94.32,90.27,4.04,24.048,1,forward
59.259,3.869,-1.975,-1.607,21.439,94.32,90.77,3.54,24.046,0,forward
59.309,3.869,-1.975,-1.607,21.439,94.32,91.21,3.11,24.046,1,forward
59.359,3.869,-1.973,-1.607,21.439,94.32,90.80,3.52,24.044,1,forward
59.409,3.869,-1.973,-1.607,21.439,94.32,89.73,4.59,24.044,1,forward
59.459,3.869,-1.971,-1.607,21.439,94.32,88.52,5.80,24.042,1,forward
59.509,3.869,-1.971,-1.607,21.439,94.32,87.22,7.10,24.042,1,forward
59.559,3.869,-1.969,-1.607,21.439,94.32,86.48,7.83,24.040,1,forward
59.609,3.869,-1.969,-1.607,21.439,94.32,87.22,7.09,24.040,0,forward
59.659,3.869,-1.967,-1.607,21.439,94.32,87.76,6.56,24.038,0,turn_left
59.709,3.869,-1.967,-1.607,21.439,94.32,92.11,2.20,24.038,1,forward
59.759,3.869,-1.965,-1.607,21.439,94.32,92.48,1.83,24.036,1,forward
59.809,3.869,-1.965,-1.607,21.439,94.32,92.32,1.99,24.036,1,forward
59.859,4.007,-2.071,-1.607,21.439,94.32,91.01,3.31,24.171,1,forward
59.909,4.007,-2.071,-1.607,21.439,94.32,90.30,4.02,24.171,1,forward
59.959,4.007,-2.069,-1.607,21.439,94.32,89.04,5.27,24.169,1,forward
60.009,4.007,-2.069,-1.607,21.439,94.32,88.20,6.11,24.169,0,forward
60.059,4.007,-2.067,-1.607,21.439,94.32,89.05,5.27,24.167,1,forward
60.109,4.007,-2.067,-1.607,21.439,94.32,89.44,4.88,24.167,1,forward
60.160,4.007,-2.065,-1.607,21.439,94.32,90.10,4.21,24.165,1,forward
60.210,4.007,-2.065,-1.607,21.439,94.32,91.16,3.15,24.165,1,forward
60.259,4.007,-2.063,-1.607,21.439,94.32,91.13,3.19,24.163,1,forward
60.309,4.007,-2.063,-1.607,21.439,94.32,89.94,4.38,24.163,1,forward
60.359,4.007,-2.061,-1.607,21.439,94.32,88.69,5.62,24.161,0,forward
60.409,4.007,-2.061,-1.607,21.439,94.32,87.98,6.33,24.161,0,turn_left
60.459,4.007,-2.061,-1.607,21.439,94.32,90.11,4.20,24.161,1,forward
60.509,4.007,-2.061,-1.607,21.439,94.32,87.80,6.52,24.161,1,forward
60.559,4.007,-2.059,-1.607,21.439,94.32,87.23,7.09,24.159,1,forward
60.609,4.007,-2.059,-1.607,21.439,94.32,87.85,6.47,24.159,1,forward
60.659,4.007,-2.057,-1.607,21.439,94.32,88.43,5.88,24.157,1,forward
60.709,4.007,-2.057,-1.607,21.439,94.32,88.05,6.27,24.157,1,forward
60.759,4.007,-2.055,-1.607,21.439,94.32,86.62,7.70,24.155,1,forward
60.809,4.007,-2.055,-1.607,21.439,94.32,85.49,8.83,24.155,0,forward
60.859,4.151,-2.162,-1.607,21.439,94.32,84.04,10.28,24.293,0,turn_left
60.909,4.151,-2.162,-1.607,21.439,94.32,85.81,8.51,24.293,0,turn_left
60.959,4.151,-2.162,-1.607,21.439,94.32,90.16,4.15,24.293,1,forward
61.009,4.151,-2.162,-1.607,21.439,94.32,91.45,2.87,24.293,1,forward
61.059,4.151,-2.160,-1.607,21.439,94.32,88.32,5.99,24.291,1,forward
61.109,4.151,-2.160,-1.607,21.439,94.32,87.55,6.76,24.291,1,forward
61.159,4.151,-2.158,-1.607,21.439,94.32,86.78,7.54,24.289,1,forward
61.209,4.151,-2.158,-1.607,21.439,94.32,85.97,8.35,24.289,1,forward
61.259,4.151,-2.156,-1.607,21.439,94.32,85.13,9.19,24.287,0,forward
61.309,4.151,-2.156,-1.607,21.439,94.32,84.27,10.04,24.287,0,turn_left
61.359,4.151,-2.156,-1.607,21.439,94.32,86.63,7.69,24.287,0,turn_left
61.409,4.151,-2.156,-1.607,21.439,94.32,90.44,3.88,24.287,1,forward
61.459,4.151,-2.154,-1.607,21.439,94.32,90.78,3.54,24.285,1,forward
61.509,4.151,-2.154,-1.607,21.439,94.32,86.97,7.34,24.285,1,forward
61.559,4.151,-2.152,-1.607,21.439,94.32,85.82,8.50,24.283,1,forward
61.609,4.151,-2.152,-1.607,21.439,94.32,85.21,9.11,24.283,1,forward
61.659,4.151,-2.150,-1.607,21.439,94.32,84.10,10.22,24.281,1,forward
61.709,4.151,-2.150,-1.607,21.439,94.32,83.17,11.15,24.281,1,forward
61.759,4.152,-2.148,-1.607,21.439,94.32,82.55,11.77,24.280,0,forward
61.809,4.152,-2.148,-1.607,21.439,94.32,82.03,12.29,24.280,0,turn_left
61.859,4.152,-2.148,-1.607,21.439,94.32,86.02,8.30,24.280,0,turn_left
61.909,4.152,-2.148,-1.607,21.439,94.32,87.28,7.04,24.280,0,turn_left
61.960,4.303,-2.256,-1.607,21.439,94.32,92.49,1.83,24.421,1,forward
62.009,4.303,-2.256,-1.607,21.439,94.32,93.09,1.22,24.421,1,forward
62.059,4.303,-2.254,-1.607,21.439,94.32,90.66,3.66,24.419,1,forward
62.109,4.303,-2.254,-1.607,21.439,94.32,92.25,2.07,24.419,1,forward
62.159,4.303,-2.252,-1.607,21.439,94.32,92.48,1.84,24.417,1,forward
62.209,4.303,-2.252,-1.607,21.439,94.32,92.11,2.21,24.417,1,forward
62.259,4.303,-2.250,-1.607,21.439,94.32,91.30,3.02,24.415,1,forward
62.309,4.303,-2.250,-1.607,21.439,94.32,91.87,2.45,24.415,0,forward
62.359,4.303,-2.248,-1.607,21.439,94.32,92.39,1.92,24.413,1,forward
62.409,4.303,-2.248,-1.607,21.439,94.32,93.03,1.29,24.413,1,forward
62.459,4.303,-2.246,-1.607,21.439,94.32,93.73,0.59,24.411,1,forward
62.509,4.303,-2.246,-1.607,21.439,94.32,93.09,1.23,24.411,1,forward
62.559,4.303,-2.244,-1.607,21.439,94.32,91.65,2.67,24.409,1,forward
62.609,4.303,-2.244,-1.607,21.439,94.32,90.66,3.66,24.409,1,forward
62.659,4.303,-2.242,-1.607,21.439,94.32,89.07,5.25,24.407,0,forward
62.709,4.303,-2.242,-1.607,21.439,94.32,87.81,6.50,24.407,0,turn_left
62.759,4.303,-2.242,-1.607,21.439,94.32,90.87,3.45,24.407,1,forward
62.809,4.303,-2.242,-1.607,21.439,94.32,92.70,1.61,24.407,1,forward
62.859,4.303,-2.240,-1.607,21.439,94.32,90.71,3.61,24.405,1,forward
62.909,4.303,-2.240,-1.607,21.439,94.32,90.43,3.89,24.405,1,forward
62.960,4.303,-2.238,-1.607,21.439,94.32,89.76,4.55,24.403,1,forward
63.009,4.303,-2.238,-1.607,21.439,94.32,88.82,5.50,24.403,1,forward
63.059,4.453,-2.344,-1.607,21.439,94.32,88.33,5.99,24.542,0,forward
63.109,4.453,-2.344,-1.607,21.439,94.32,87.80,6.51,24.542,0,turn_left
63.159,4.453,-2.344,-1.607,21.439,94.32,90.16,4.16,24.542,1,forward
63.209,4.453,-2.344,-1.607,21.439,94.32,90.76,3.55,24.542,1,forward
63.259,4.453,-2.342,-1.607,21.439,94.32,88.13,6.18,24.540,1,forward
63.309,4.453,-2.342,-1.607,21.439,94.32,87.41,6.91,24.540,1,forward
63.359,4.453,-2.340,-1.607,21.439,94.32,87.61,6.70,24.538,1,forward
63.409,4.453,-2.340,-1.607,21.439,94.32,87.71,6.60,24.538,1,forward
63.459,4.453,-2.338,-1.607,21.439,94.32,87.15,7.16,24.536,1,forward
63.509,4.453,-2.338,-1.607,21.439,94.32,86.74,7.57,24.536,0,forward
63.559,4.453,-2.336,-1.607,21.439,94.32,86.03,8.29,24.535,0,turn_left
63.609,4.453,-2.336,-1.607,21.439,94.32,88.98,5.33,24.535,1,forward
63.659,4.453,-2.334,-1.607,21.439,94.32,87.62,6.69,24.533,1,forward
63.709,4.453,-2.334,-1.607,21.439,94.32,89.02,5.29,24.533,1,forward
63.759,4.453,-2.332,-1.607,21.439,94.32,89.95,4.37,24.531,1,forward
63.809,4.453,-2.332,-1.607,21.439,94.32,91.33,2.99,24.531,1,forward
63.859,4.453,-2.330,-1.607,21.439,94.32,90.67,3.64,24.529,1,forward
63.909,4.453,-2.330,-1.607,21.439,94.32,90.10,4.22,24.529,1,forward
63.959,4.453,-2.328,-1.607,21.439,94.32,89.98,4.33,24.527,0,forward
64.009,4.453,-2.328,-1.607,21.439,94.32,89.32,4.99,24.527,1,forward
64.059,4.609,-2.430,-1.607,21.439,94.32,88.37,5.95,24.665,1,forward
64.109,4.609,-2.430,-1.607,21.439,94.32,89.02,5.29,24.665,1,forward
64.159,4.609,-2.428,-1.607,21.439,94.32,89.60,4.71,24.663,1,forward
64.209,4.609,-2.428,-1.607,21.439,94.32,89.90,4.42,24.663,1,forward
64.259,4.609,-2.426,-1.607,21.439,94.32,90.25,4.06,24.661,1,forward
64.309,4.609,-2.426,-1.607,21.439,94.32,90.08,4.24,24.661,1,forward
64.359,4.609,-2.424,-1.607,21.439,94.32,89.58,4.74,24.659,0,forward
64.409,4.609,-2.424,-1.607,21.439,94.32,89.34,4.97,24.659,1,forward
64.459,4.609,-2.422,-1.607,21.439,94.32,88.56,5.75,24.657,1,forward
64.509,4.609,-2.422,-1.607,21.439,94.32,87.75,6.57,24.657,1,forward
64.559,4.609,-2.420,-1.607,21.439,94.32,88.86,5.46,24.655,1,forward
64.609,4.609,-2.420,-1.607,21.439,94.32,89.45,4.87,24.655,1,forward
64.659,4.609,-2.418,-1.607,21.439,94.32,90.09,4.23,24.654,1,forward
64.709,4.609,-2.418,-1.607,21.439,94.32,90.88,3.44,24.654,1,forward
64.759,4.609,-2.416,-1.607,21.439,94.32,91.26,3.06,24.652,0,forward
64.809,4.609,-2.416,-1.607,21.439,94.32,90.18,4.13,24.652,1,forward
64.859,4.609,-2.414,-1.607,21.439,94.32,89.19,5.12,24.650,1,forward
64.909,4.609,-2.414,-1.607,21.439,94.32,88.80,5.52,24.650,1,forward
64.959,4.609,-2.412,-1.607,21.439,94.32,87.78,6.53,24.648,1,forward
65.009,4.609,-2.412,-1.607,21.439,94.32,87.66,6.65,24.648,1,forward
65.060,4.610,-2.410,-1.607,21.439,94.32,87.83,6.48,24.646,1,forward
65.109,4.610,-2.410,-1.607,21.439,94.32,88.41,5.90,24.646,1,forward
65.160,4.771,-2.519,-1.607,21.439,94.32,88.91,5.40,24.792,0,forward
65.209,4.771,-2.519,-1.607,21.439,94.32,88.88,5.44,24.792,1,forward
65.259,4.771,-2.517,-1.607,21.439,94.32,88.67,5.64,24.790,1,forward
65.309,4.771,-2.517,-1.607,21.439,94.32,88.34,5.97,24.790,1,forward
65.359,4.771,-2.515,-1.607,21.439,94.32,87.70,6.62,24.789,1,forward
65.409,4.771,-2.515,-1.607,21.439,94.32,87.21,7.10,24.789,1,forward
65.459,4.771,-2.513,-1.607,21.439,94.32,88.26,6.06,24.787,1,forward
65.509,4.771,-2.513,-1.607,21.439,94.32,88.68,5.64,24.787,1,forward
65.559,4.771,-2.511,-1.607,21.439,94.32,88.69,5.63,24.785,0,forward
