time_s,gps_x,gps_y,est_x,est_y,heading_deg,cmd_robot
491.593,NaN,NaN,1.785,0.000,0.00,stop
491.643,NaN,NaN,1.785,0.000,0.00,stop
491.693,NaN,NaN,1.785,0.000,0.00,stop
491.743,NaN,NaN,1.785,0.000,0.00,stop
491.793,NaN,NaN,1.785,0.000,0.00,stop
491.843,NaN,NaN,1.785,0.000,0.00,stop
491.893,NaN,NaN,1.785,0.000,0.00,stop
491.943,NaN,NaN,1.785,0.000,0.00,stop
491.993,NaN,NaN,1.785,0.000,0.00,stop
492.043,NaN,NaN,1.785,0.000,0.00,stop
492.093,NaN,NaN,1.785,0.000,0.00,stop
492.143,NaN,NaN,1.785,0.000,0.00,stop
492.193,NaN,NaN,1.785,0.000,0.00,stop
492.243,NaN,NaN,1.785,0.000,0.00,stop
492.293,NaN,NaN,1.785,0.000,0.00,stop
492.343,NaN,NaN,1.785,0.000,0.00,stop
492.393,NaN,NaN,1.785,0.000,0.00,stop
492.443,NaN,NaN,1.785,0.000,0.00,stop
492.493,NaN,NaN,1.785,0.000,0.00,stop
492.543,NaN,NaN,1.785,0.000,0.00,stop
492.593,NaN,NaN,1.785,0.000,0.00,stop
492.643,NaN,NaN,1.785,0.000,0.00,stop
492.693,NaN,NaN,1.785,0.000,0.00,stop
492.743,NaN,NaN,1.785,0.000,0.00,stop
492.793,NaN,NaN,1.785,0.000,0.00,stop
492.843,NaN,NaN,1.785,0.000,0.00,stop
492.893,NaN,NaN,1.785,0.000,0.00,stop
492.943,NaN,NaN,1.785,0.000,0.00,stop
492.993,NaN,NaN,1.785,0.000,0.00,stop
493.043,NaN,NaN,1.785,0.000,0.00,stop
493.093,NaN,NaN,1.785,0.000,0.00,stop
493.143,NaN,NaN,1.785,0.000,0.00,stop
493.193,NaN,NaN,1.785,0.000,0.00,stop
493.243,NaN,NaN,1.785,0.000,0.00,stop
493.293,NaN,NaN,1.785,0.000,0.00,stop
493.343,NaN,NaN,1.785,0.000,0.00,stop
493.393,NaN,NaN,1.785,0.000,0.00,stop
493.443,NaN,NaN,1.785,0.000,0.00,stop
493.493,NaN,NaN,1.785,0.000,0.00,stop
493.543,NaN,NaN,1.785,0.000,0.00,stop
493.593,NaN,NaN,1.785,0.000,0.00,stop
493.643,NaN,NaN,1.785,0.000,0.00,stop
493.693,NaN,NaN,1.785,0.000,0.00,stop
493.743,NaN,NaN,1.785,0.000,0.00,stop
493.793,NaN,NaN,1.785,0.000,0.00,stop
493.843,NaN,NaN,1.785,0.000,0.00,stop
493.893,NaN,NaN,1.785,0.000,0.00,stop
493.943,NaN,NaN,1.785,0.000,0.00,stop
493.993,NaN,NaN,1.785,0.000,0.00,stop
494.043,NaN,NaN,1.785,0.000,0.00,stop
494.093,NaN,NaN,1.785,0.000,0.00,stop
494.143,NaN,NaN,1.785,0.000,0.00,stop
494.193,NaN,NaN,1.785,0.000,0.00,stop
494.243,NaN,NaN,1.785,0.000,0.00,stop
494.293,NaN,NaN,1.785,0.000,0.00,stop
494.343,NaN,NaN,1.785,0.000,0.00,stop
494.393,NaN,NaN,1.785,0.000,0.00,stop
494.443,NaN,NaN,1.785,0.000,0.00,stop
494.493,NaN,NaN,1.785,0.000,0.00,stop
494.543,NaN,NaN,1.785,0.000,0.00,stop
494.593,NaN,NaN,1.785,0.000,0.00,stop
494.643,NaN,NaN,1.785,0.000,0.00,stop
494.693,NaN,NaN,1.785,0.000,0.00,stop
494.743,NaN,NaN,1.785,0.000,0.00,stop
494.793,NaN,NaN,1.785,0.000,0.00,stop
494.843,NaN,NaN,1.785,0.000,0.00,stop
494.893,NaN,NaN,1.785,0.000,0.00,stop
494.943,NaN,NaN,1.785,0.000,0.00,stop
494.993,NaN,NaN,1.785,0.000,0.00,stop
495.043,NaN,NaN,1.785,0.000,0.00,stop
495.093,NaN,NaN,1.785,0.000,0.00,stop
495.143,NaN,NaN,1.785,0.000,0.00,stop
495.193,NaN,NaN,1.785,0.000,0.00,stop
495.243,NaN,NaN,1.785,0.000,0.00,stop
495.293,NaN,NaN,1.785,0.000,0.00,stop
495.343,NaN,NaN,1.785,0.000,0.00,stop
495.393,NaN,NaN,1.785,0.000,0.00,stop
495.443,NaN,NaN,1.785,0.000,0.00,stop
495.493,NaN,NaN,1.785,0.000,0.00,stop
495.543,NaN,NaN,1.785,0.000,0.00,stop
495.593,NaN,NaN,1.785,0.000,0.00,stop
495.643,NaN,NaN,1.785,0.000,0.00,stop
495.693,NaN,NaN,1.785,0.000,0.00,stop
495.743,NaN,NaN,1.785,0.000,0.00,stop
495.793,NaN,NaN,1.785,0.000,0.00,stop
495.843,NaN,NaN,1.785,0.000,0.00,stop
495.893,NaN,NaN,1.785,0.000,0.00,stop
495.943,NaN,NaN,1.785,0.000,0.00,stop
495.993,NaN,NaN,1.785,0.000,0.00,stop
496.043,NaN,NaN,1.785,0.000,0.00,stop
496.093,NaN,NaN,1.785,0.000,0.00,stop
496.143,NaN,NaN,1.785,0.000,0.00,stop
496.193,NaN,NaN,1.785,0.000,0.00,stop
496.243,NaN,NaN,1.785,0.000,0.00,stop
496.293,NaN,NaN,1.785,0.000,0.00,stop
496.343,NaN,NaN,1.785,0.000,0.00,stop
496.393,NaN,NaN,1.785,0.000,0.00,stop
496.443,NaN,NaN,1.785,0.000,0.00,stop
496.493,NaN,NaN,1.785,0.000,0.00,stop
496.543,NaN,NaN,1.785,0.000,0.00,stop
496.593,NaN,NaN,1.785,0.000,0.00,stop
496.643,NaN,NaN,1.785,0.000,0.00,stop
496.693,NaN,NaN,1.785,0.000,0.00,stop
496.743,NaN,NaN,1.785,0.000,0.00,stop
496.793,NaN,NaN,1.785,0.000,0.00,stop
496.843,NaN,NaN,1.785,0.000,0.00,stop
496.893,NaN,NaN,1.785,0.000,0.00,stop
496.943,NaN,NaN,1.785,0.000,0.00,stop
496.993,NaN,NaN,1.785,0.000,0.00,stop
497.043,NaN,NaN,1.785,0.000,0.00,stop
497.093,NaN,NaN,1.785,0.000,0.00,stop
497.143,NaN,NaN,1.785,0.000,0.00,stop
497.193,NaN,NaN,1.785,0.000,0.00,stop
497.243,NaN,NaN,1.785,0.000,0.00,stop
497.293,NaN,NaN,1.785,0.000,0.00,stop
497.343,NaN,NaN,1.785,0.000,0.00,stop
497.393,NaN,NaN,1.785,0.000,0.00,stop
497.443,NaN,NaN,1.785,0.000,0.00,stop
497.493,NaN,NaN,1.785,0.000,0.00,stop
497.543,NaN,NaN,1.785,0.000,0.00,stop
497.593,NaN,NaN,1.785,0.000,0.00,stop
497.643,NaN,NaN,1.785,0.000,0.00,stop
497.693,NaN,NaN,1.785,0.000,0.00,stop
497.743,NaN,NaN,1.785,0.000,0.00,stop
497.793,NaN,NaN,1.785,0.000,0.00,stop
497.843,NaN,NaN,1.785,0.000,0.00,stop
497.893,NaN,NaN,1.785,0.000,0.00,stop
497.943,NaN,NaN,1.785,0.000,0.00,stop
497.993,NaN,NaN,1.785,0.000,0.00,stop
498.043,NaN,NaN,1.785,0.000,0.00,stop
498.093,NaN,NaN,1.785,0.000,0.00,stop
498.143,NaN,NaN,1.785,0.000,0.00,stop
498.193,NaN,NaN,1.785,0.000,0.00,stop
498.243,NaN,NaN,1.785,0.000,0.00,stop
498.293,NaN,NaN,1.785,0.000,0.00,stop
498.343,NaN,NaN,1.785,0.000,0.00,stop
498.393,NaN,NaN,1.785,0.000,0.00,stop
498.443,NaN,NaN,1.785,0.000,0.00,stop
498.493,NaN,NaN,1.785,0.000,0.00,stop
498.543,NaN,NaN,1.785,0.000,0.00,stop
498.593,NaN,NaN,1.785,0.000,0.00,stop
498.643,NaN,NaN,1.785,0.000,0.00,stop
498.693,NaN,NaN,1.785,0.000,0.00,stop
498.743,NaN,NaN,1.785,0.000,0.00,stop
498.793,NaN,NaN,1.785,0.000,0.00,stop
498.843,NaN,NaN,1.785,0.000,0.00,stop
498.893,NaN,NaN,1.785,0.000,0.00,stop
498.943,NaN,NaN,1.785,0.000,0.00,stop
498.993,NaN,NaN,1.785,0.000,0.00,stop
499.043,NaN,NaN,1.785,0.000,0.00,stop
499.093,NaN,NaN,1.785,0.000,0.00,stop
499.143,NaN,NaN,1.785,0.000,0.00,stop
499.193,NaN,NaN,1.785,0.000,0.00,stop
499.243,NaN,NaN,1.785,0.000,0.00,stop
499.293,NaN,NaN,1.785,0.000,0.00,stop
499.343,NaN,NaN,1.785,0.000,0.00,stop
499.393,NaN,NaN,1.785,0.000,0.00,stop
499.443,NaN,NaN,1.785,0.000,0.00,stop
499.493,NaN,NaN,1.785,0.000,0.00,stop
499.543,NaN,NaN,1.785,0.000,0.00,stop
499.593,NaN,NaN,1.785,0.000,0.00,stop
499.643,NaN,NaN,1.785,0.000,0.00,stop
499.693,NaN,NaN,1.785,0.000,0.00,stop
499.743,NaN,NaN,1.785,0.000,0.00,stop
499.793,NaN,NaN,1.785,0.000,0.00,stop
499.843,NaN,NaN,1.785,0.000,0.00,stop
499.893,NaN,NaN,1.785,0.000,0.00,stop
499.943,NaN,NaN,1.785,0.000,0.00,stop
499.993,NaN,NaN,1.785,0.000,0.00,stop
500.043,NaN,NaN,1.785,0.000,0.00,stop
500.093,NaN,NaN,1.785,0.000,0.00,stop
500.143,NaN,NaN,1.785,0.000,0.00,stop
500.193,NaN,NaN,1.785,0.000,0.00,stop
500.243,NaN,NaN,1.785,0.000,0.00,stop
500.293,NaN,NaN,1.785,0.000,0.00,stop
500.343,NaN,NaN,1.785,0.000,0.00,stop
500.393,NaN,NaN,1.785,0.000,0.00,stop
500.443,NaN,NaN,1.785,0.000,0.00,stop
500.493,NaN,NaN,1.785,0.000,0.00,stop
500.543,NaN,NaN,1.785,0.000,0.00,stop
500.593,NaN,NaN,1.785,0.000,0.00,stop
500.643,NaN,NaN,1.785,0.000,0.00,stop
500.693,NaN,NaN,1.785,0.000,0.00,stop
500.743,NaN,NaN,1.785,0.000,0.00,stop
500.793,NaN,NaN,1.785,0.000,0.00,stop
500.843,NaN,NaN,1.785,0.000,0.00,stop
500.893,NaN,NaN,1.785,0.000,0.00,stop
500.943,NaN,NaN,1.785,0.000,0.00,stop
500.993,NaN,NaN,1.785,0.000,0.00,stop
501.043,NaN,NaN,1.785,0.000,0.00,stop
501.093,NaN,NaN,1.785,0.000,0.00,stop
501.143,NaN,NaN,1.785,0.000,0.00,stop
501.193,NaN,NaN,1.785,0.000,0.00,stop
501.243,NaN,NaN,1.785,0.000,0.00,stop
501.293,NaN,NaN,1.785,0.000,0.00,stop
501.343,NaN,NaN,1.785,0.000,0.00,stop
501.393,NaN,NaN,1.785,0.000,0.00,stop
501.443,NaN,NaN,1.785,0.000,0.00,stop
501.493,NaN,NaN,1.785,0.000,0.00,stop
501.543,NaN,NaN,1.785,0.000,0.00,stop
501.593,NaN,NaN,1.785,0.000,0.00,stop
501.643,NaN,NaN,1.785,0.000,0.00,stop
501.693,NaN,NaN,1.785,0.000,0.00,stop
501.743,NaN,NaN,1.785,0.000,0.00,stop
501.793,NaN,NaN,1.785,0.000,0.00,stop
501.843,NaN,NaN,1.785,0.000,0.00,stop
501.893,NaN,NaN,1.785,0.000,0.00,stop
501.943,NaN,NaN,1.785,0.000,0.00,stop
501.993,NaN,NaN,1.785,0.000,0.00,stop
502.043,NaN,NaN,1.785,0.000,0.00,stop
502.093,NaN,NaN,1.785,0.000,0.00,stop
502.143,NaN,NaN,1.785,0.000,0.00,stop
502.193,NaN,NaN,1.785,0.000,0.00,stop
502.243,NaN,NaN,1.785,0.000,0.00,stop
502.293,NaN,NaN,1.785,0.000,0.00,stop
502.343,NaN,NaN,1.785,0.000,0.00,stop
502.393,NaN,NaN,1.785,0.000,0.00,stop
502.443,NaN,NaN,1.785,0.000,0.00,stop
502.493,NaN,NaN,1.785,0.000,0.00,stop
502.543,NaN,NaN,1.785,0.000,0.00,stop
502.593,NaN,NaN,1.785,0.000,0.00,stop
502.643,NaN,NaN,1.785,0.000,0.00,stop
502.693,NaN,NaN,1.785,0.000,0.00,stop
502.743,NaN,NaN,1.785,0.000,0.00,stop
502.793,NaN,NaN,1.785,0.000,0.00,stop
502.843,NaN,NaN,1.785,0.000,0.00,stop
502.893,NaN,NaN,1.785,0.000,0.00,stop
502.944,NaN,NaN,1.785,0.000,0.00,stop
502.993,NaN,NaN,1.785,0.000,0.00,stop
503.043,NaN,NaN,1.785,0.000,0.00,stop
503.093,NaN,NaN,1.785,0.000,0.00,stop
503.143,NaN,NaN,1.785,0.000,0.00,stop
503.193,NaN,NaN,1.785,0.000,0.00,stop
503.243,NaN,NaN,1.785,0.000,0.00,stop
503.293,NaN,NaN,1.785,0.000,0.00,stop
503.343,NaN,NaN,1.785,0.000,0.00,stop
503.393,NaN,NaN,1.785,0.000,0.00,stop
503.443,NaN,NaN,1.785,0.000,0.00,stop
503.493,NaN,NaN,1.785,0.000,0.00,stop
503.543,NaN,NaN,1.785,0.000,0.00,stop
503.593,NaN,NaN,1.785,0.000,0.00,stop
503.643,NaN,NaN,1.785,0.000,0.00,stop
503.693,NaN,NaN,1.785,0.000,0.00,stop
503.743,NaN,NaN,1.785,0.000,0.00,stop
503.793,NaN,NaN,1.785,0.000,0.00,stop
503.843,NaN,NaN,1.785,0.000,0.00,stop
503.893,NaN,NaN,1.785,0.000,0.00,stop
503.943,NaN,NaN,1.785,0.000,0.00,stop
503.993,NaN,NaN,1.785,0.000,0.00,stop
504.043,NaN,NaN,1.785,0.000,0.00,stop
504.093,NaN,NaN,1.785,0.000,0.00,stop
504.143,NaN,NaN,1.785,0.000,0.00,stop
504.193,NaN,NaN,1.785,0.000,0.00,stop
504.243,NaN,NaN,1.785,0.000,0.00,stop
504.293,NaN,NaN,1.785,0.000,0.00,stop
504.343,NaN,NaN,1.785,0.000,0.00,stop
504.393,NaN,NaN,1.785,0.000,0.00,stop
504.443,NaN,NaN,1.785,0.000,0.00,stop
504.493,NaN,NaN,1.785,0.000,0.00,stop
504.543,NaN,NaN,1.785,0.000,0.00,stop
504.593,NaN,NaN,1.785,0.000,0.00,stop
504.643,NaN,NaN,1.785,0.000,0.00,stop
504.693,NaN,NaN,1.785,0.000,0.00,stop
504.743,NaN,NaN,1.785,0.000,0.00,stop
504.793,NaN,NaN,1.785,0.000,0.00,stop
504.843,NaN,NaN,1.785,0.000,0.00,stop
504.893,NaN,NaN,1.785,0.000,0.00,stop
504.943,NaN,NaN,1.785,0.000,0.00,stop
504.993,NaN,NaN,1.785,0.000,0.00,stop
505.043,NaN,NaN,1.785,0.000,0.00,stop
505.093,NaN,NaN,1.785,0.000,0.00,stop
505.143,NaN,NaN,1.785,0.000,0.00,stop
505.193,NaN,NaN,1.785,0.000,0.00,stop
505.243,NaN,NaN,1.785,0.000,0.00,stop
505.293,NaN,NaN,1.785,0.000,0.00,stop
505.343,NaN,NaN,1.785,0.000,0.00,stop
505.393,NaN,NaN,1.785,0.000,0.00,stop
505.443,NaN,NaN,1.785,0.000,0.00,stop
505.493,NaN,NaN,1.785,0.000,0.00,stop
505.543,NaN,NaN,1.785,0.000,0.00,stop
505.593,NaN,NaN,1.785,0.000,0.00,stop
505.643,NaN,NaN,1.785,0.000,0.00,stop
505.693,NaN,NaN,1.785,0.000,0.00,stop
505.743,NaN,NaN,1.785,0.000,0.00,stop
505.793,NaN,NaN,1.785,0.000,0.00,stop
505.843,NaN,NaN,1.785,0.000,0.00,stop
505.893,NaN,NaN,1.785,0.000,0.00,stop
505.943,NaN,NaN,1.785,0.000,0.00,stop
505.993,NaN,NaN,1.785,0.000,0.00,stop
506.043,NaN,NaN,1.785,0.000,0.00,stop
506.093,NaN,NaN,1.785,0.000,0.00,stop
506.143,NaN,NaN,1.785,0.000,0.00,stop
506.193,NaN,NaN,1.785,0.000,0.00,stop
506.243,NaN,NaN,1.785,0.000,0.00,stop
506.293,NaN,NaN,1.785,0.000,0.00,stop
506.343,NaN,NaN,1.785,0.000,0.00,stop
506.393,NaN,NaN,1.785,0.000,0.00,stop
506.443,NaN,NaN,1.785,0.000,0.00,stop
506.493,NaN,NaN,1.785,0.000,0.00,stop
506.543,NaN,NaN,1.785,0.000,0.00,stop
506.593,NaN,NaN,1.785,0.000,0.00,stop
506.643,NaN,NaN,1.785,0.000,0.00,stop
506.693,NaN,NaN,1.785,0.000,0.00,stop
506.743,NaN,NaN,1.785,0.000,0.00,stop
506.793,NaN,NaN,1.785,0.000,0.00,stop
506.843,NaN,NaN,1.785,0.000,0.00,stop
506.893,NaN,NaN,1.785,0.000,0.00,stop
506.943,NaN,NaN,1.785,0.000,0.00,stop
506.993,NaN,NaN,1.785,0.000,0.00,stop
507.043,NaN,NaN,1.785,0.000,0.00,stop
507.093,NaN,NaN,1.785,0.000,0.00,stop
507.143,NaN,NaN,1.785,0.000,0.00,stop
507.193,NaN,NaN,1.785,0.000,0.00,stop
507.243,NaN,NaN,1.785,0.000,0.00,stop
507.293,NaN,NaN,1.785,0.000,0.00,stop
507.343,NaN,NaN,1.785,0.000,0.00,stop
507.393,NaN,NaN,1.785,0.000,0.00,stop
507.443,NaN,NaN,1.785,0.000,0.00,stop
507.493,NaN,NaN,1.785,0.000,0.00,stop
507.543,NaN,NaN,1.785,0.000,0.00,stop
507.593,NaN,NaN,1.785,0.000,0.00,stop
507.643,NaN,NaN,1.785,0.000,0.00,stop
507.693,NaN,NaN,1.785,0.000,0.00,stop
507.743,NaN,NaN,1.785,0.000,0.00,stop
507.793,NaN,NaN,1.785,0.000,0.00,stop
507.843,NaN,NaN,1.785,0.000,0.00,stop
507.893,NaN,NaN,1.785,0.000,0.00,stop
507.943,NaN,NaN,1.785,0.000,0.00,stop
507.993,NaN,NaN,1.785,0.000,0.00,stop
508.043,NaN,NaN,1.785,0.000,0.00,stop
508.093,NaN,NaN,1.785,0.000,0.00,stop
508.143,NaN,NaN,1.785,0.000,0.00,stop
508.193,NaN,NaN,1.785,0.000,0.00,stop
508.243,NaN,NaN,1.785,0.000,0.00,stop
508.293,NaN,NaN,1.785,0.000,0.00,stop
508.343,NaN,NaN,1.785,0.000,0.00,stop
508.393,NaN,NaN,1.785,0.000,0.00,stop
508.443,NaN,NaN,1.785,0.000,0.00,stop
508.493,NaN,NaN,1.785,0.000,0.00,stop
508.543,NaN,NaN,1.785,0.000,0.00,stop
508.593,NaN,NaN,1.785,0.000,0.00,stop
508.643,NaN,NaN,1.785,0.000,0.00,stop
508.693,NaN,NaN,1.785,0.000,0.00,stop
508.743,NaN,NaN,1.785,0.000,0.00,stop
508.793,NaN,NaN,1.785,0.000,0.00,stop
508.843,NaN,NaN,1.785,0.000,0.00,stop
508.893,NaN,NaN,1.785,0.000,0.00,stop
508.943,NaN,NaN,1.785,0.000,0.00,stop
508.993,NaN,NaN,1.785,0.000,0.00,stop
509.043,NaN,NaN,1.785,0.000,0.00,stop
509.093,NaN,NaN,1.785,0.000,0.00,stop
509.143,NaN,NaN,1.785,0.000,0.00,stop
509.193,NaN,NaN,1.785,0.000,0.00,stop
509.243,NaN,NaN,1.785,0.000,0.00,stop
509.293,NaN,NaN,1.785,0.000,0.00,stop
509.343,NaN,NaN,1.785,0.000,0.00,stop
509.393,NaN,NaN,1.785,0.000,0.00,stop
509.443,NaN,NaN,1.785,0.000,0.00,stop
509.493,NaN,NaN,1.785,0.000,0.00,stop
509.543,NaN,NaN,1.785,0.000,0.00,stop
509.593,NaN,NaN,1.785,0.000,0.00,stop
509.643,NaN,NaN,1.785,0.000,0.00,stop
509.693,NaN,NaN,1.785,0.000,0.00,stop
509.743,NaN,NaN,1.785,0.000,0.00,stop
509.793,NaN,NaN,1.785,0.000,0.00,stop
509.843,NaN,NaN,1.785,0.000,0.00,stop
509.893,NaN,NaN,1.785,0.000,0.00,stop
509.943,NaN,NaN,1.785,0.000,0.00,stop
509.993,NaN,NaN,1.785,0.000,0.00,stop
510.043,NaN,NaN,1.785,0.000,0.00,stop
510.093,NaN,NaN,1.785,0.000,0.00,stop
510.143,NaN,NaN,1.785,0.000,0.00,stop
510.193,NaN,NaN,1.785,0.000,0.00,stop
510.243,NaN,NaN,1.785,0.000,0.00,stop
510.293,NaN,NaN,1.785,0.000,0.00,stop
510.343,NaN,NaN,1.785,0.000,0.00,stop
510.393,NaN,NaN,1.785,0.000,0.00,stop
510.443,NaN,NaN,1.785,0.000,0.00,stop
510.493,NaN,NaN,1.785,0.000,0.00,stop
510.543,NaN,NaN,1.785,0.000,0.00,stop
510.593,NaN,NaN,1.785,0.000,0.00,stop
510.643,NaN,NaN,1.785,0.000,0.00,stop
510.693,NaN,NaN,1.785,0.000,0.00,stop
510.743,NaN,NaN,1.785,0.000,0.00,stop
510.793,NaN,NaN,1.785,0.000,0.00,stop
510.843,NaN,NaN,1.785,0.000,0.00,stop
510.893,NaN,NaN,1.785,0.000,0.00,stop
510.943,NaN,NaN,1.785,0.000,0.00,stop
510.993,NaN,NaN,1.785,0.000,0.00,stop
511.043,NaN,NaN,1.785,0.000,0.00,stop
511.093,NaN,NaN,1.785,0.000,0.00,stop
511.143,NaN,NaN,1.785,0.000,0.00,stop
511.193,NaN,NaN,1.785,0.000,0.00,stop
511.243,NaN,NaN,1.785,0.000,0.00,stop
511.293,NaN,NaN,1.785,0.000,0.00,stop
511.343,NaN,NaN,1.785,0.000,0.00,stop
511.393,NaN,NaN,1.785,0.000,0.00,stop
511.443,NaN,NaN,1.785,0.000,0.00,stop
511.493,NaN,NaN,1.785,0.000,0.00,stop
511.543,NaN,NaN,1.785,0.000,0.00,stop
511.593,NaN,NaN,1.785,0.000,0.00,stop
511.643,NaN,NaN,1.785,0.000,0.00,stop
511.693,NaN,NaN,1.785,0.000,0.00,stop
511.743,NaN,NaN,1.785,0.000,0.00,stop
511.793,NaN,NaN,1.785,0.000,0.00,stop
511.843,NaN,NaN,1.785,0.000,0.00,stop
511.893,NaN,NaN,1.785,0.000,0.00,stop
511.943,NaN,NaN,1.785,0.000,0.00,stop
511.993,NaN,NaN,1.785,0.000,0.00,stop
512.043,NaN,NaN,1.785,0.000,0.00,stop
512.093,NaN,NaN,1.785,0.000,0.00,stop
512.143,NaN,NaN,1.785,0.000,0.00,stop
512.193,NaN,NaN,1.785,0.000,0.00,stop
512.243,NaN,NaN,1.785,0.000,0.00,stop
512.293,NaN,NaN,1.785,0.000,0.00,stop
512.343,NaN,NaN,1.785,0.000,0.00,stop
512.393,NaN,NaN,1.785,0.000,0.00,stop
512.443,NaN,NaN,1.785,0.000,0.00,stop
512.493,NaN,NaN,1.785,0.000,0.00,stop
512.543,NaN,NaN,1.785,0.000,0.00,stop
512.593,NaN,NaN,1.785,0.000,0.00,stop
512.643,NaN,NaN,1.785,0.000,0.00,stop
512.693,NaN,NaN,1.785,0.000,0.00,stop
512.743,NaN,NaN,1.785,0.000,0.00,stop
512.793,NaN,NaN,1.785,0.000,0.00,stop
512.843,NaN,NaN,1.785,0.000,0.00,stop
512.893,NaN,NaN,1.785,0.000,0.00,stop
512.943,NaN,NaN,1.785,0.000,0.00,stop
512.993,NaN,NaN,1.785,0.000,0.00,stop
513.043,NaN,NaN,1.785,0.000,0.00,stop
513.093,NaN,NaN,1.785,0.000,0.00,stop
513.143,NaN,NaN,1.785,0.000,0.00,stop
513.193,NaN,NaN,1.785,0.000,0.00,stop
513.243,NaN,NaN,1.785,0.000,0.00,stop
513.293,NaN,NaN,1.785,0.000,0.00,stop
513.343,NaN,NaN,1.785,0.000,0.00,stop
513.393,NaN,NaN,1.785,0.000,0.00,stop
513.443,NaN,NaN,1.785,0.000,0.00,stop
513.493,NaN,NaN,1.785,0.000,0.00,stop
513.543,NaN,NaN,1.785,0.000,0.00,stop
513.593,NaN,NaN,1.785,0.000,0.00,stop
513.643,NaN,NaN,1.785,0.000,0.00,stop
513.693,NaN,NaN,1.785,0.000,0.00,stop
513.743,NaN,NaN,1.785,0.000,0.00,stop
513.793,NaN,NaN,1.785,0.000,0.00,stop
513.843,NaN,NaN,1.785,0.000,0.00,stop
513.893,NaN,NaN,1.785,0.000,0.00,stop
513.943,NaN,NaN,1.785,0.000,0.00,stop
513.993,NaN,NaN,1.785,0.000,0.00,stop
514.043,NaN,NaN,1.785,0.000,0.00,stop
514.093,NaN,NaN,1.785,0.000,0.00,stop
514.143,NaN,NaN,1.785,0.000,0.00,stop
514.193,NaN,NaN,1.785,0.000,0.00,stop
514.243,NaN,NaN,1.785,0.000,0.00,stop
514.293,NaN,NaN,1.785,0.000,0.00,stop
514.343,NaN,NaN,1.785,0.000,0.00,stop
514.393,NaN,NaN,1.785,0.000,0.00,stop
514.443,NaN,NaN,1.785,0.000,0.00,stop
514.493,NaN,NaN,1.785,0.000,0.00,stop
514.543,NaN,NaN,1.785,0.000,0.00,stop
514.593,NaN,NaN,1.785,0.000,0.00,stop
514.643,NaN,NaN,1.785,0.000,0.00,stop
514.693,NaN,NaN,1.785,0.000,0.00,stop
514.743,NaN,NaN,1.785,0.000,0.00,stop
514.793,NaN,NaN,1.785,0.000,0.00,stop
514.843,NaN,NaN,1.785,0.000,0.00,stop
514.893,NaN,NaN,1.785,0.000,0.00,stop
514.943,NaN,NaN,1.785,0.000,0.00,stop
514.993,NaN,NaN,1.785,0.000,0.00,stop
515.043,NaN,NaN,1.785,0.000,0.00,stop
515.093,NaN,NaN,1.785,0.000,0.00,stop
515.143,NaN,NaN,1.785,0.000,0.00,stop
515.193,NaN,NaN,1.785,0.000,0.00,stop
515.243,NaN,NaN,1.785,0.000,0.00,stop
515.293,NaN,NaN,1.785,0.000,0.00,stop
515.343,NaN,NaN,1.785,0.000,0.00,stop
515.393,NaN,NaN,1.785,0.000,0.00,stop
515.443,NaN,NaN,1.785,0.000,0.00,stop
515.493,NaN,NaN,1.785,0.000,0.00,stop
515.543,NaN,NaN,1.785,0.000,0.00,stop
515.593,NaN,NaN,1.785,0.000,0.00,stop
515.643,NaN,NaN,1.785,0.000,0.00,stop
515.693,NaN,NaN,1.785,0.000,0.00,stop
515.743,NaN,NaN,1.785,0.000,0.00,stop
515.793,NaN,NaN,1.785,0.000,0.00,stop
515.843,NaN,NaN,1.785,0.000,0.00,stop
515.893,NaN,NaN,1.785,0.000,0.00,stop
515.943,NaN,NaN,1.785,0.000,0.00,stop
515.993,NaN,NaN,1.785,0.000,0.00,stop
516.043,NaN,NaN,1.785,0.000,0.00,stop
516.093,NaN,NaN,1.785,0.000,0.00,stop
516.143,NaN,NaN,1.785,0.000,0.00,stop
516.193,NaN,NaN,1.785,0.000,0.00,stop
516.243,NaN,NaN,1.785,0.000,0.00,stop
516.293,NaN,NaN,1.785,0.000,0.00,stop
516.343,NaN,NaN,1.785,0.000,0.00,stop
516.393,NaN,NaN,1.785,0.000,0.00,stop
516.443,NaN,NaN,1.785,0.000,0.00,stop
516.493,NaN,NaN,1.785,0.000,0.00,stop
516.543,NaN,NaN,1.785,0.000,0.00,stop
516.593,NaN,NaN,1.785,0.000,0.00,stop
516.643,NaN,NaN,1.785,0.000,0.00,stop
516.693,NaN,NaN,1.785,0.000,0.00,stop
516.743,NaN,NaN,1.785,0.000,0.00,stop
516.793,NaN,NaN,1.785,0.000,0.00,stop
516.843,NaN,NaN,1.785,0.000,0.00,stop
516.893,NaN,NaN,1.785,0.000,0.00,stop
516.943,NaN,NaN,1.785,0.000,0.00,stop
516.993,NaN,NaN,1.785,0.000,0.00,stop
517.043,NaN,NaN,1.785,0.000,0.00,stop
517.093,NaN,NaN,1.785,0.000,0.00,stop
517.143,NaN,NaN,1.785,0.000,0.00,stop
517.193,NaN,NaN,1.785,0.000,0.00,stop
517.243,NaN,NaN,1.785,0.000,0.00,stop
517.293,NaN,NaN,1.785,0.000,0.00,stop
517.343,NaN,NaN,1.785,0.000,0.00,stop
517.393,NaN,NaN,1.785,0.000,0.00,stop
